CellCode,precipitation
10kmE286N182,831.2049038461539
10kmE286N183,756.4889743589744
10kmE286N184,651.2286538461539
10kmE286N185,565.2561538461538
10kmE286N186,637.8776923076922
10kmE286N187,621.1522115384614
10kmE286N188,533.6042307692306
10kmE286N189,491.88794871794875
10kmE286N190,472.5656730769231
10kmE286N191,457.4851282051282
10kmE286N192,467.72923076923075
10kmE286N193,491.0388461538462
10kmE286N194,535.9920192307693
10kmE286N195,585.8664423076923
10kmE286N196,602.8613461538462
10kmE286N197,589.4775
10kmE286N198,527.0452564102565
10kmE286N199,464.86884615384616
10kmE286N200,450.9915384615384
10kmE286N225,1069.387692307692
10kmE286N226,1150.7780769230772
10kmE286N227,1068.4829807692308
10kmE286N228,1024.7118269230768
10kmE286N229,994.9374358974359
10kmE286N230,950.0239743589744
10kmE286N231,926.7179487179487
10kmE286N232,1090.1891025641028
10kmE286N233,1210.2002884615383
10kmE286N234,1227.6561538461538
10kmE286N235,1252.7796153846152
10kmE286N236,1212.5896153846154
10kmE286N237,1266.377692307692
10kmE286N238,1412.7744871794873
10kmE286N239,1415.1815384615384
10kmE286N240,1398.2151282051282
10kmE286N241,1360.5595192307692
10kmE286N242,1407.1039423076923
10kmE286N243,1418.585
10kmE286N244,1416.591730769231
10kmE286N245,1467.4484615384615
10kmE287N161,595.0511538461537
10kmE287N162,591.2173076923077
10kmE287N163,598.5075961538462
10kmE287N164,567.6188461538461
10kmE287N165,572.4325
10kmE287N166,581.9176923076923
10kmE287N167,573.4698717948718
10kmE287N168,557.2528205128204
10kmE287N169,553.4946153846154
10kmE287N170,562.9771794871795
10kmE287N171,570.1966346153847
10kmE287N172,583.4581730769231
10kmE287N173,606.2896153846154
10kmE287N174,621.5025961538461
10kmE287N175,638.7075961538462
10kmE287N176,741.3059615384616
10kmE287N177,799.8863461538461
10kmE287N178,838.583717948718
10kmE287N179,892.0705128205127
10kmE287N180,832.0715384615385
10kmE287N181,806.4302564102564
10kmE287N182,802.7574999999999
10kmE287N183,685.9611538461539
10kmE287N184,566.6783653846154
10kmE287N185,559.8625
10kmE287N186,593.3935897435898
10kmE287N187,559.1849038461539
10kmE287N188,491.40179487179483
10kmE287N189,465.5684615384616
10kmE287N190,451.8346153846153
10kmE287N191,450.69512820512824
10kmE287N192,472.0032692307692
10kmE287N193,516.42875
10kmE287N194,555.2973076923078
10kmE287N195,557.4933333333333
10kmE287N196,564.7554807692309
10kmE287N197,531.0096153846152
10kmE287N198,480.43884615384604
10kmE287N199,472.00679487179485
10kmE287N200,455.3666666666666
10kmE287N201,483.8513461538461
10kmE287N202,547.4115384615385
10kmE287N225,842.9482051282051
10kmE287N226,1007.0179807692308
10kmE287N227,1090.2446153846154
10kmE287N228,1141.1515384615386
10kmE287N229,1037.2994230769232
10kmE287N230,1129.4971153846154
10kmE287N231,1058.2314102564103
10kmE287N232,1000.1335576923077
10kmE287N233,1050.9847435897436
10kmE287N234,1079.8814102564102
10kmE287N235,1144.7075
10kmE287N236,1180.1119230769232
10kmE287N237,1257.738846153846
10kmE287N238,1330.9352884615384
10kmE287N239,1335.7088461538463
10kmE287N240,1392.7214102564103
10kmE287N241,1453.7033333333336
10kmE287N242,1511.6453846153847
10kmE287N243,1567.253173076923
10kmE287N244,1578.829230769231
10kmE287N245,1563.6974999999998
10kmE287N246,1535.4726923076923
10kmE288N160,664.0276923076924
10kmE288N161,662.9203846153846
10kmE288N162,688.2314102564102
10kmE288N163,687.3565384615384
10kmE288N164,637.8289423076923
10kmE288N165,617.7667948717949
10kmE288N166,594.1169230769231
10kmE288N167,580.6631730769232
10kmE288N168,555.2398076923077
10kmE288N169,546.1555769230768
10kmE288N170,553.1167948717949
10kmE288N171,559.1532692307692
10kmE288N172,570.1843589743589
10kmE288N173,607.2836538461538
10kmE288N174,614.0383333333333
10kmE288N175,611.9813461538462
10kmE288N176,687.5166346153846
10kmE288N177,762.4396153846155
10kmE288N178,768.6075000000001
10kmE288N179,788.8706410256409
10kmE288N180,783.9355769230767
10kmE288N181,798.9948717948719
10kmE288N182,696.9251923076922
10kmE288N183,568.1108974358974
10kmE288N184,539.7694230769231
10kmE288N185,539.0853846153846
10kmE288N186,507.535
10kmE288N187,472.14576923076925
10kmE288N188,469.96141025641026
10kmE288N189,455.2674038461539
10kmE288N190,451.6014423076923
10kmE288N191,461.8558974358975
10kmE288N192,493.51307692307694
10kmE288N193,528.8125
10kmE288N194,572.0786538461539
10kmE288N195,572.2766346153845
10kmE288N196,570.1988461538461
10kmE288N197,522.88375
10kmE288N198,480.73096153846154
10kmE288N199,492.05410256410255
10kmE288N200,478.7173076923077
10kmE288N201,494.47935897435895
10kmE288N202,585.3742307692307
10kmE288N203,691.1825000000001
10kmE288N204,785.6065384615383
10kmE288N205,824.9032051282053
10kmE288N206,966.4879487179486
10kmE288N224,784.3911538461539
10kmE288N225,890.6424999999999
10kmE288N226,946.5203846153846
10kmE288N227,1194.5648076923076
10kmE288N228,1332.3152564102563
10kmE288N229,1282.3782051282053
10kmE288N230,1164.9202564102563
10kmE288N231,979.046794871795
10kmE288N232,911.6461538461539
10kmE288N233,1027.5444871794873
10kmE288N234,1050.3941025641025
10kmE288N235,1068.420096153846
10kmE288N236,1117.0846153846153
10kmE288N237,1178.7748717948718
10kmE288N238,1209.5079487179487
10kmE288N239,1270.4671794871795
10kmE288N240,1331.1103846153846
10kmE288N241,1430.5648717948718
10kmE288N242,1530.7165384615387
10kmE288N243,1605.04875
10kmE288N244,1637.4955128205127
10kmE288N245,1594.7179487179485
10kmE288N246,1542.378076923077
10kmE289N159,704.2680769230769
10kmE289N160,711.2614423076922
10kmE289N161,713.7078846153846
10kmE289N162,736.1282051282052
10kmE289N163,721.508653846154
10kmE289N164,699.2025961538461
10kmE289N165,647.3503846153848
10kmE289N166,611.0934615384615
10kmE289N167,610.601282051282
10kmE289N168,569.8170512820512
10kmE289N169,536.2911538461537
10kmE289N170,540.6355769230769
10kmE289N171,550.1919230769231
10kmE289N172,566.998076923077
10kmE289N173,598.175576923077
10kmE289N174,615.5660256410256
10kmE289N175,617.7889743589743
10kmE289N176,672.1717307692307
10kmE289N177,715.2866666666667
10kmE289N178,744.18375
10kmE289N179,754.7273076923077
10kmE289N180,741.0725
10kmE289N181,741.8442307692308
10kmE289N182,653.2175
10kmE289N183,549.389358974359
10kmE289N184,515.0792307692308
10kmE289N185,505.7294871794872
10kmE289N186,489.20282051282044
10kmE289N187,464.11980769230775
10kmE289N188,454.95884615384614
10kmE289N189,459.38923076923083
10kmE289N190,465.3644871794872
10kmE289N191,469.87875
10kmE289N192,506.8938461538462
10kmE289N193,560.847435897436
10kmE289N194,593.5742307692309
10kmE289N195,597.0185897435898
10kmE289N196,553.4935576923077
10kmE289N197,500.4842307692308
10kmE289N198,486.655
10kmE289N199,516.1876923076923
10kmE289N200,492.44374999999997
10kmE289N201,528.1650000000001
10kmE289N202,595.3098717948718
10kmE289N203,675.8108653846155
10kmE289N204,804.0402884615385
10kmE289N205,1036.555673076923
10kmE289N206,1156.8858974358975
10kmE289N207,1118.6538461538462
10kmE289N208,736.1626923076923
10kmE289N225,1034.4315384615384
10kmE289N226,1217.1571153846153
10kmE289N227,1392.746538461538
10kmE289N228,1502.7016346153846
10kmE289N229,1386.6041346153845
10kmE289N230,1130.2357692307692
10kmE289N231,1006.3557692307693
10kmE289N232,953.4452564102563
10kmE289N233,1026.5188461538462
10kmE289N234,1146.9351923076922
10kmE289N235,1095.9757692307694
10kmE289N236,1049.5102564102565
10kmE289N237,1107.8597115384616
10kmE289N238,1138.2863461538464
10kmE289N239,1190.889358974359
10kmE289N240,1257.2970512820511
10kmE289N241,1366.3966346153845
10kmE289N242,1530.5490384615382
10kmE289N243,1611.1315384615382
10kmE289N244,1636.6771794871795
10kmE289N245,1528.7202564102565
10kmE289N246,1389.065576923077
10kmE290N159,833.3019230769231
10kmE290N160,879.0311538461539
10kmE290N161,863.4803846153845
10kmE290N162,765.915
10kmE290N163,770.0958653846153
10kmE290N164,851.0213461538463
10kmE290N165,711.6015384615384
10kmE290N166,637.66375
10kmE290N167,631.4175961538461
10kmE290N168,572.2323076923078
10kmE290N169,531.1589423076923
10kmE290N170,526.2478205128206
10kmE290N171,544.2717948717949
10kmE290N172,563.63625
10kmE290N173,568.9542307692309
10kmE290N174,583.0701282051282
10kmE290N175,592.5225961538462
10kmE290N176,669.6103846153846
10kmE290N177,747.5009615384615
10kmE290N178,764.0533333333334
10kmE290N179,759.8075961538461
10kmE290N180,722.0848717948717
10kmE290N181,636.6663461538462
10kmE290N182,555.0303846153847
10kmE290N183,517.9582051282051
10kmE290N184,495.25951923076923
10kmE290N185,469.18551282051277
10kmE290N186,456.3721794871795
10kmE290N187,449.9170512820512
10kmE290N188,438.7049999999999
10kmE290N189,455.5220512820512
10kmE290N190,469.1573076923076
10kmE290N191,483.6619230769231
10kmE290N192,518.2994871794871
10kmE290N193,570.1811538461538
10kmE290N194,614.3637179487179
10kmE290N195,591.4619230769231
10kmE290N196,545.3900000000001
10kmE290N197,525.0294871794871
10kmE290N198,513.7368269230769
10kmE290N199,479.2573076923077
10kmE290N200,476.75320512820514
10kmE290N201,522.4393269230769
10kmE290N202,599.4088461538461
10kmE290N203,688.3147435897436
10kmE290N204,809.7967307692309
10kmE290N205,1003.2393269230769
10kmE290N206,1154.5728205128205
10kmE290N207,962.6384615384613
10kmE290N208,778.2796153846153
10kmE290N209,625.7288461538462
10kmE290N210,534.9194230769231
10kmE290N211,508.8463461538462
10kmE290N214,507.2116666666666
10kmE290N215,497.3311538461539
10kmE290N225,1039.2903846153845
10kmE290N226,1214.486923076923
10kmE290N227,1351.7267307692307
10kmE290N228,1356.7428205128206
10kmE290N229,1338.606923076923
10kmE290N230,1140.6616346153846
10kmE290N231,1080.1296153846156
10kmE290N232,1154.1715384615384
10kmE290N233,1141.4665384615384
10kmE290N234,1214.9351923076924
10kmE290N235,1071.4401282051283
10kmE290N236,1032.7968269230769
10kmE290N237,1082.1944230769232
10kmE290N238,1105.341282051282
10kmE290N239,1131.9066346153847
10kmE290N240,1213.6614102564101
10kmE290N241,1362.4228846153846
10kmE290N242,1512.4766346153847
10kmE290N243,1575.6414423076922
10kmE290N244,1499.0161538461537
10kmE290N245,1389.1276923076923
10kmE290N246,1306.1465384615383
10kmE291N158,870.0786538461537
10kmE291N159,1046.3459615384613
10kmE291N160,1057.2509615384615
10kmE291N161,1029.894423076923
10kmE291N162,898.596923076923
10kmE291N163,1046.8058653846153
10kmE291N164,973.0273076923077
10kmE291N165,784.4721153846154
10kmE291N166,711.9979487179488
10kmE291N167,658.5896153846154
10kmE291N168,599.3532692307692
10kmE291N169,541.0046153846155
10kmE291N170,527.8251923076923
10kmE291N171,540.4328205128205
10kmE291N172,564.3727884615384
10kmE291N173,571.4351282051282
10kmE291N174,567.3309615384615
10kmE291N175,588.6026923076923
10kmE291N176,660.2353846153846
10kmE291N177,725.1020192307692
10kmE291N178,707.1317307692307
10kmE291N179,732.484423076923
10kmE291N180,710.3203846153847
10kmE291N181,588.7559615384615
10kmE291N182,529.1210256410257
10kmE291N183,505.66025641025635
10kmE291N184,472.70756410256416
10kmE291N185,433.5135576923077
10kmE291N186,427.7858653846154
10kmE291N187,432.8829807692308
10kmE291N188,435.13
10kmE291N189,450.4265384615384
10kmE291N190,461.6586538461539
10kmE291N191,511.81794871794864
10kmE291N192,557.2592307692308
10kmE291N193,595.6894871794872
10kmE291N194,610.4566666666666
10kmE291N195,581.53875
10kmE291N196,568.1547115384616
10kmE291N197,527.9848076923076
10kmE291N198,496.40230769230766
10kmE291N199,467.98567307692304
10kmE291N200,527.0509615384616
10kmE291N201,566.5144871794872
10kmE291N202,585.2863461538461
10kmE291N203,721.1635897435898
10kmE291N204,831.4128846153848
10kmE291N205,954.7136538461539
10kmE291N206,1140.3735897435897
10kmE291N207,984.9579807692307
10kmE291N208,748.7083333333334
10kmE291N209,560.2601282051281
10kmE291N210,518.1616666666666
10kmE291N211,503.8917948717949
10kmE291N212,514.1604807692308
10kmE291N213,556.3242307692307
10kmE291N214,550.0201923076922
10kmE291N215,534.9234615384617
10kmE291N225,1239.1811538461538
10kmE291N226,1291.4267307692307
10kmE291N227,1256.9889423076922
10kmE291N228,1148.0556410256409
10kmE291N229,1001.044230769231
10kmE291N230,1019.453076923077
10kmE291N231,1134.0701923076927
10kmE291N232,1331.139423076923
10kmE291N233,1500.9960576923077
10kmE291N234,1390.965384615385
10kmE291N235,1226.2346153846156
10kmE291N236,1187.6172115384616
10kmE291N237,1168.9048717948717
10kmE291N238,1190.6101282051284
10kmE291N239,1157.5483333333332
10kmE291N240,1233.1592307692308
10kmE291N241,1384.316153846154
10kmE291N242,1444.279102564103
10kmE291N243,1476.912692307692
10kmE291N244,1386.4986538461537
10kmE291N245,1245.8176923076924
10kmE292N158,907.2050000000002
10kmE292N159,977.4446153846155
10kmE292N160,965.1134615384615
10kmE292N161,1069.1908653846153
10kmE292N162,1129.525
10kmE292N163,1279.832307692308
10kmE292N164,1105.6966666666667
10kmE292N165,908.5714423076926
10kmE292N166,813.4529487179489
10kmE292N167,641.3380769230769
10kmE292N168,590.6725961538461
10kmE292N169,545.7351923076924
10kmE292N170,536.0450961538462
10kmE292N171,541.1531730769232
10kmE292N172,554.2426923076922
10kmE292N173,587.3027884615385
10kmE292N174,589.5376923076923
10kmE292N175,582.7652564102563
10kmE292N176,645.9802564102564
10kmE292N177,694.4044871794871
10kmE292N178,740.3220512820513
10kmE292N179,740.7886538461538
10kmE292N180,669.2160576923077
10kmE292N181,605.0019230769232
10kmE292N182,566.8592307692307
10kmE292N183,499.9250961538462
10kmE292N184,452.44589743589745
10kmE292N185,437.22717948717946
10kmE292N186,450.2342307692308
10kmE292N187,461.6175641025641
10kmE292N188,465.26596153846157
10kmE292N189,466.8328205128205
10kmE292N190,452.66769230769233
10kmE292N191,489.435
10kmE292N192,551.8810576923078
10kmE292N193,621.1055769230769
10kmE292N194,630.4023076923077
10kmE292N195,606.191826923077
10kmE292N196,568.9810256410257
10kmE292N197,506.9070192307692
10kmE292N198,497.2952564102565
10kmE292N199,499.416923076923
10kmE292N200,553.4843269230769
10kmE292N201,612.7399038461538
10kmE292N202,577.6421153846154
10kmE292N203,701.1316666666665
10kmE292N204,877.8470192307693
10kmE292N205,1003.6755128205127
10kmE292N206,1112.2170512820512
10kmE292N207,1031.7821794871795
10kmE292N208,751.356282051282
10kmE292N209,582.9208653846154
10kmE292N210,530.6984615384615
10kmE292N211,520.3517307692309
10kmE292N212,542.8317307692308
10kmE292N213,577.8584615384615
10kmE292N214,602.2872115384615
10kmE292N215,640.0026923076923
10kmE292N216,634.3850000000001
10kmE292N225,1231.4563461538462
10kmE292N226,1390.0872115384616
10kmE292N227,1323.7449999999997
10kmE292N228,1137.3688461538463
10kmE292N229,1074.9548076923077
10kmE292N230,1065.8347435897435
10kmE292N231,1371.664487179487
10kmE292N232,1487.7492307692307
10kmE292N233,1587.666794871795
10kmE292N234,1517.7396153846157
10kmE292N235,1360.3993269230768
10kmE292N236,1336.314615384615
10kmE292N237,1301.1925961538461
10kmE292N238,1264.5052884615384
10kmE292N239,1213.8217307692307
10kmE292N240,1247.1990384615385
10kmE292N241,1317.0376923076922
10kmE292N242,1271.3228205128205
10kmE292N243,1260.8873076923078
10kmE292N244,1223.9280769230768
10kmE292N245,1127.6665384615387
10kmE293N156,744.7784615384618
10kmE293N159,852.6248076923076
10kmE293N160,902.4382051282051
10kmE293N161,914.8482051282052
10kmE293N162,893.8402564102565
10kmE293N163,1241.0801923076922
10kmE293N164,1267.1032692307695
10kmE293N165,1228.8073076923074
10kmE293N166,1016.9699999999999
10kmE293N167,783.8066346153846
10kmE293N168,654.3557692307692
10kmE293N169,568.8392307692308
10kmE293N170,536.7221794871796
10kmE293N171,530.360673076923
10kmE293N172,545.1467307692308
10kmE293N173,581.32375
10kmE293N174,590.1365384615385
10kmE293N175,584.0355128205128
10kmE293N176,657.3040384615385
10kmE293N177,770.269487179487
10kmE293N178,816.540512820513
10kmE293N179,799.3955128205126
10kmE293N180,750.6962820512821
10kmE293N181,629.4800961538461
10kmE293N182,539.8648717948719
10kmE293N183,495.6592307692308
10kmE293N184,459.12628205128203
10kmE293N185,452.15096153846156
10kmE293N186,458.8908974358974
10kmE293N187,468.47980769230776
10kmE293N188,470.0570192307693
10kmE293N189,456.9830769230769
10kmE293N190,444.9504807692307
10kmE293N191,475.58153846153846
10kmE293N192,511.04653846153843
10kmE293N193,607.4501923076923
10kmE293N194,636.3592307692307
10kmE293N195,573.7924358974359
10kmE293N196,537.0982692307692
10kmE293N197,499.55201923076925
10kmE293N198,510.8524358974359
10kmE293N199,536.661923076923
10kmE293N200,583.9813461538462
10kmE293N201,652.7848076923076
10kmE293N202,583.1281730769231
10kmE293N203,702.9947115384615
10kmE293N204,869.9792307692309
10kmE293N205,940.3279807692307
10kmE293N206,1069.9399038461538
10kmE293N207,974.903076923077
10kmE293N208,779.5167948717949
10kmE293N209,655.5079487179488
10kmE293N210,561.921282051282
10kmE293N211,545.4000961538462
10kmE293N212,556.543205128205
10kmE293N213,581.3274358974359
10kmE293N214,623.7732692307693
10kmE293N215,660.1340384615385
10kmE293N216,650.9301282051283
10kmE293N217,663.1826923076925
10kmE293N225,1327.697435897436
10kmE293N226,1396.7576923076922
10kmE293N227,1345.6579807692306
10kmE293N228,1216.9448076923077
10kmE293N229,1018.8353846153844
10kmE293N230,1011.933205128205
10kmE293N231,1265.5475961538461
10kmE293N232,1461.7062500000002
10kmE293N233,1578.4380769230768
10kmE293N234,1528.760641025641
10kmE293N235,1381.251826923077
10kmE293N236,1362.616153846154
